compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2
04min 52sec,3709489 (14.838ms),24036 (2%),22091 (~0%),218 (5%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,4,1
05min 38sec,3723135 (14.893ms),53315 (4%),65535 (2%),260 (6%),31 (~0%),0 (~0%),4,5,1,4,1,1,off,off,off,off,1,1,1
05min 12sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
05min 16sec,3674310 (14.697ms),45997 (3%),33363 (1%),260 (6%),31 (~0%),0 (~0%),1,5,2,4,1,1,off,off,off,off,1,1,1
05min 15sec,3683750 (14.735ms),44308 (3%),32513 (1%),228 (5%),28 (~0%),0 (~0%),1,5,1,2,1,1,off,off,off,off,1,1,1
05min 20sec,3674310 (14.697ms),57572 (4%),43575 (1%),250 (5%),76 (1%),0 (~0%),1,5,1,4,4,1,off,off,off,off,1,1,1
05min 15sec,2119110 (8.476ms),46631 (3%),33672 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,2,off,off,off,off,1,1,1
05min 45sec,3758795 (15.035ms),55118 (4%),63368 (2%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,2,1,1
03min 49sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
04min 38sec,3702548 (14.81ms),69555 (5%),46410 (1%),238 (5%),42 (~0%),0 (~0%),1,10,1,1,1,1,off,off,off,off,1,1,1
03min 42sec,3535441 (14.142ms),17562 (1%),14491 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,1,4,1,off,off,off,off,1,1,1
03min 45sec,1224641 (4.899ms),20793 (1%),15350 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,4,off,off,off,off,1,1,1
04min 18sec,3591153 (14.365ms),21914 (1%),55345 (2%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,4,1,1
04min 23sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
03min 54sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
04min 23sec,3676628 (14.707ms),30321 (2%),24829 (1%),254 (5%),20 (~0%),0 (~0%),1,2,1,4,1,1,off,off,off,off,1,1,1
04min 22sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
03min 43sec,3525201 (14.101ms),17942 (1%),13749 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,2,4,1,1,off,off,off,off,1,1,1
03min 37sec,3521921 (14.088ms),15303 (1%),12682 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,2,1,1,off,off,off,off,1,1,1
04min 38sec,3525229 (15.065ms),20091 (1%),15187 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,5,1,off,off,off,off,1,1,1
03min 56sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
04min 58sec,3702548 (14.81ms),69555 (5%),46410 (1%),238 (5%),42 (~0%),0 (~0%),1,10,1,1,1,1,off,off,off,off,1,1,1
03min 53sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
04min 19sec,3591153 (14.365ms),21914 (1%),55345 (2%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,4,1,1
04min 04sec,3709519 (14.838ms),24019 (2%),22085 (~0%),218 (5%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,2,1
04min 19sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
06min 05sec,3673388 (14.694ms),124086 (10%),75576 (3%),290 (6%),74 (1%),0 (~0%),1,20,1,4,1,1,off,off,off,off,1,1,1
03min 54sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
03min 54sec,3519201 (14.077ms),20727 (1%),15646 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,4,4,1,off,off,off,off,1,1,1
04min 25sec,3562193 (14.249ms),23530 (1%),55865 (2%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,4,1,1
04min 18sec,3680559 (14.722ms),26164 (2%),23062 (~0%),250 (5%),17 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,1,2,1
04min 51sec,3807089 (15.228ms),29879 (2%),37159 (1%),282 (6%),14 (~0%),0 (~0%),1,1,2,4,1,1,off,off,off,off,1,1,2
04min 53sec,3591153 (14.365ms),21914 (1%),55345 (2%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,4,1,1
04min 48sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
06min 18sec,3673388 (14.694ms),124086 (10%),75576 (3%),290 (6%),74 (1%),0 (~0%),1,20,1,4,1,1,off,off,off,off,1,1,1
04min 16sec,3525281 (14.101ms),17973 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,10,4,1,1,off,off,off,off,1,1,1
05min 14sec,3525229 (15.065ms),20091 (1%),15187 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,5,1,off,off,off,off,1,1,1
04min 20sec,1081340 (4.641ms),40817 (3%),63415 (2%),202 (4%),29 (~0%),0 (~0%),1,1,1,4,1,5,off,off,off,off,1,1,1
04min 39sec,3680529 (14.722ms),26181 (2%),23068 (~0%),250 (5%),17 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,1,4,1
04min 48sec,3570873 (14.283ms),39309 (3%),155891 (6%),154 (3%),14 (~0%),0 (~0%),5,1,1,2,1,1,off,off,off,off,1,1,1
05min 13sec,3732933 (14.932ms),46660 (3%),61920 (2%),226 (5%),23 (~0%),0 (~0%),4,4,1,2,1,1,off,off,off,off,1,1,1
04min 31sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
04min 33sec,3565533 (14.262ms),25166 (2%),46875 (1%),154 (3%),23 (~0%),0 (~0%),4,1,1,2,4,1,off,off,off,off,1,1,1
04min 35sec,1254733 (5.019ms),28322 (2%),47736 (2%),186 (4%),14 (~0%),0 (~0%),4,1,1,2,1,4,off,off,off,off,1,1,1
15min 21sec,3498488 (13.994ms),514486 (43%),459428 (19%),122 (2%),1199 (17%),0 (~0%),4,1,1,2,1,1,flatten,off,off,off,1,1,1
05min 02sec,3563632 (14.255ms),89713 (7%),105783 (4%),282 (6%),251 (3%),0 (~0%),4,1,1,2,1,1,off,flatten,off,off,1,1,1
04min 41sec,3571733 (14.579ms),24331 (2%),45688 (1%),186 (4%),14 (~0%),0 (~0%),4,1,1,2,1,1,off,off,off,off,4,1,1
04min 54sec,4259810 (17.039ms),44774 (3%),62497 (2%),250 (5%),23 (~0%),0 (~0%),5,4,1,1,1,1,off,off,off,off,1,1,1
04min 40sec,3712325 (14.849ms),44635 (3%),37925 (1%),226 (5%),26 (~0%),0 (~0%),8,4,1,1,1,1,off,off,off,off,1,1,1
05min 37sec,3751373 (15.005ms),76941 (6%),78650 (3%),238 (5%),42 (~0%),0 (~0%),4,10,1,1,1,1,off,off,off,off,1,1,1
07min 14sec,3751173 (15.005ms),129321 (10%),106839 (4%),258 (5%),71 (1%),0 (~0%),4,20,1,1,1,1,off,off,off,off,1,1,1
05min 11sec,3752453 (15.01ms),46225 (3%),61792 (2%),226 (5%),23 (~0%),0 (~0%),4,4,4,1,1,1,off,off,off,off,1,1,1
05min 12sec,3732933 (14.932ms),46660 (3%),61920 (2%),226 (5%),23 (~0%),0 (~0%),4,4,1,2,1,1,off,off,off,off,1,1,1
06min 56sec,3660599 (14.642ms),427925 (36%),320109 (13%),194 (4%),1208 (17%),0 (~0%),4,4,1,1,1,1,flatten,off,off,off,1,1,1
05min 13sec,3752473 (15.01ms),45920 (3%),61692 (2%),226 (5%),23 (~0%),0 (~0%),4,4,1,1,1,1,off,off,off,off,2,1,1
05min 12sec,3571705 (14.46ms),77105 (6%),216308 (9%),154 (3%),14 (~0%),0 (~0%),10,1,4,1,1,1,off,off,off,off,1,1,1
06min 12sec,3702348 (14.809ms),122198 (10%),74666 (3%),258 (5%),71 (1%),0 (~0%),1,20,4,1,1,1,off,off,off,off,1,1,1
04min 06sec,3525201 (14.101ms),17943 (1%),13749 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,4,4,1,1,off,off,off,off,1,1,1
03min 57sec,3535441 (14.142ms),17693 (1%),14535 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,4,1,4,1,off,off,off,off,1,1,1
04min 41sec,3710625 (14.842ms),28222 (2%),25084 (1%),266 (6%),17 (~0%),0 (~0%),1,1,4,1,1,1,off,off,off,off,1,8,1
04min 32sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
04min 42sec,3674310 (14.697ms),45795 (3%),33295 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,1,1
04min 11sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
04min 15sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
04min 11sec,3521201 (14.085ms),19505 (1%),14544 (~0%),154 (3%),17 (~0%),0 (~0%),1,1,1,4,2,1,off,off,off,off,1,1,1
04min 05sec,1950881 (7.804ms),17777 (1%),14027 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,1,2,off,off,off,off,1,1,1
04min 44sec,3597953 (14.392ms),26895 (2%),43812 (1%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,2,1,1
04min 37sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
04min 37sec,3674310 (14.697ms),45795 (3%),33295 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,1,1
04min 02sec,3521201 (14.085ms),19505 (1%),14544 (~0%),154 (3%),17 (~0%),0 (~0%),1,1,1,4,2,1,off,off,off,off,1,1,1
03min 57sec,1950881 (7.804ms),17777 (1%),14027 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,1,2,off,off,off,off,1,1,1
04min 45sec,3597953 (14.392ms),26895 (2%),43812 (1%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,2,1,1
04min 54sec,736792 (3.162ms),85577 (7%),93745 (3%),122 (2%),71 (1%),0 (~0%),4,1,1,1,1,20,off,off,off,off,1,1,1
04min 39sec,696664 (2.99ms),84534 (7%),73074 (3%),122 (2%),74 (1%),0 (~0%),8,1,1,1,1,20,off,off,off,off,1,1,1
04min 43sec,1015628 (4.359ms),66763 (5%),49208 (2%),194 (4%),52 (~0%),0 (~0%),1,4,1,1,1,20,off,off,off,off,1,1,1
04min 24sec,687180 (2.949ms),78465 (6%),61540 (2%),122 (2%),71 (1%),0 (~0%),1,1,8,1,1,20,off,off,off,off,1,1,1
04min 16sec,659020 (2.816ms),79026 (6%),62573 (2%),122 (2%),71 (1%),0 (~0%),1,1,1,4,1,20,off,off,off,off,1,1,1
04min 24sec,681180 (2.924ms),80949 (6%),62066 (2%),122 (2%),71 (1%),0 (~0%),1,1,1,1,4,20,off,off,off,off,1,1,1
03min 40sec,3523081 (15.056ms),27042 (2%),19472 (~0%),186 (4%),35 (~0%),0 (~0%),1,1,1,5,8,1,off,off,off,off,1,1,1
11min 11sec,532920 (2.287ms),244884 (20%),243827 (10%),122 (2%),908 (13%),0 (~0%),1,1,1,1,8,1,off,off,flatten,off,1,1,1
04min 06sec,3703695 (14.815ms),37268 (3%),33842 (1%),266 (6%),59 (~0%),0 (~0%),1,1,1,1,8,1,off,off,off,off,1,8,1
13min 21sec,109452 (0.438ms),263671 (22%),268673 (11%),122 (2%),550 (8%),0 (~0%),4,1,1,1,1,1,off,off,off,flatten,1,1,1
15min 09sec,82124 (0.328ms),267161 (22%),247937 (10%),122 (2%),553 (8%),0 (~0%),8,1,1,1,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,1,1,1,1,off,off,off,flatten,1,1,1
12min 15sec,72560 (0.29ms),256240 (21%),236487 (10%),122 (2%),550 (8%),0 (~0%),1,1,8,1,1,1,off,off,off,flatten,1,1,1
12min 04sec,72640 (0.291ms),256266 (21%),236496 (10%),122 (2%),550 (8%),0 (~0%),1,1,10,1,1,1,off,off,off,flatten,1,1,1
12min 15sec,72560 (0.29ms),256107 (21%),236457 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,1,20,off,off,off,flatten,1,1,1
12min 09sec,72560 (0.29ms),256107 (21%),236457 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,1,25,off,off,off,flatten,1,1,1
05min 34sec,666118 (2.859ms),98248 (8%),89068 (3%),122 (2%),85 (1%),0 (~0%),16,1,1,1,8,25,off,off,off,off,1,1,1
05min 41sec,1028070 (4.412ms),102054 (8%),79212 (3%),186 (4%),165 (2%),0 (~0%),1,5,1,1,8,25,off,off,off,off,1,1,1
05min 04sec,648180 (2.782ms),90593 (7%),70409 (2%),122 (2%),82 (1%),0 (~0%),1,1,16,1,8,25,off,off,off,off,1,1,1
04min 53sec,618500 (2.643ms),91386 (7%),71710 (3%),122 (2%),82 (1%),0 (~0%),1,1,1,5,8,25,off,off,off,off,1,1,1
58min 21sec,731237 (3.138ms),297332 (25%),208044 (8%),122 (2%),239 (3%),0 (~0%),1,1,1,1,20,25,off,off,off,off,1,1,1
04min 44sec,680180 (2.919ms),78841 (6%),63224 (2%),122 (2%),74 (1%),0 (~0%),1,1,1,1,8,20,off,off,off,off,1,1,1
12min 00sec,532920 (2.287ms),244884 (20%),243827 (10%),122 (2%),908 (13%),0 (~0%),1,1,1,1,8,25,off,off,flatten,off,1,1,1
15min 37sec,82204 (0.329ms),267322 (22%),247976 (10%),122 (2%),553 (8%),0 (~0%),8,1,10,1,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,10,1,1,1,off,off,off,flatten,1,1,1
12min 52sec,72560 (0.29ms),256239 (21%),236487 (10%),122 (2%),550 (8%),0 (~0%),1,1,16,1,1,1,off,off,off,flatten,1,1,1
12min 48sec,36560 (0.157ms),259710 (21%),241639 (10%),122 (2%),550 (8%),0 (~0%),1,1,10,25,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,10,1,20,1,off,off,off,flatten,1,1,1
12min 48sec,72640 (0.291ms),256266 (21%),236496 (10%),122 (2%),550 (8%),0 (~0%),1,1,10,1,1,5,off,off,off,flatten,1,1,1
13min 15sec,29748 (0.119ms),299716 (25%),221480 (9%),122 (2%),700 (10%),0 (~0%),1,1,10,1,1,1,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,10,1,1,1,off,flatten,off,flatten,1,1,1
15min 26sec,82124 (0.328ms),267161 (22%),247937 (10%),122 (2%),553 (8%),0 (~0%),8,1,1,1,1,25,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,4,1,1,1,25,off,off,off,flatten,1,1,1
13min 02sec,72560 (0.29ms),256240 (21%),236487 (10%),122 (2%),550 (8%),0 (~0%),1,1,8,1,1,25,off,off,off,flatten,1,1,1
12min 41sec,38480 (0.164ms),258819 (21%),238400 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,10,1,25,off,off,off,flatten,1,1,1
12min 51sec,65560 (0.262ms),256052 (21%),237728 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,8,25,off,off,off,flatten,1,1,1
13min 01sec,72560 (0.29ms),256107 (21%),236457 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,1,1,4,off,off,off,flatten,1,1,1
13min 01sec,29668 (0.119ms),299561 (25%),221441 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,1,1,25,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,25,off,flatten,off,flatten,1,1,1
12min 58sec,29688 (0.119ms),534139 (45%),402638 (17%),122 (2%),1591 (23%),0 (~0%),4,1,10,1,1,1,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,4,10,1,1,1,flatten,off,off,flatten,1,1,1
14min 58sec,29668 (0.119ms),299693 (25%),221471 (9%),122 (2%),700 (10%),0 (~0%),1,1,16,1,1,1,flatten,off,off,flatten,1,1,1
12min 14sec,29748 (0.119ms),299716 (25%),221480 (9%),122 (2%),700 (10%),0 (~0%),1,1,10,4,1,1,flatten,off,off,flatten,1,1,1
12min 06sec,22748 (0.091ms),299598 (25%),222751 (9%),122 (2%),700 (10%),0 (~0%),1,1,10,1,8,1,flatten,off,off,flatten,1,1,1
12min 24sec,29748 (0.119ms),299716 (25%),221480 (9%),122 (2%),700 (10%),0 (~0%),1,1,10,1,1,20,flatten,off,off,flatten,1,1,1
58min 10sec,510556 (2.375ms),415798 (35%),353351 (14%),122 (2%),1100 (16%),0 (~0%),1,1,10,1,1,1,flatten,off,flatten,flatten,1,1,1
17min 37sec,41228 (0.176ms),271923 (23%),251315 (10%),122 (2%),562 (8%),0 (~0%),8,1,1,10,1,25,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,1,10,1,25,off,off,off,flatten,1,1,1
11min 50sec,38480 (0.164ms),258952 (21%),238430 (10%),122 (2%),550 (8%),0 (~0%),1,1,8,10,1,25,off,off,off,flatten,1,1,1
11min 42sec,53040 (0.212ms),258229 (21%),236659 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,2,1,25,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,1,10,5,25,off,off,off,flatten,1,1,1
11min 54sec,38480 (0.164ms),258819 (21%),238400 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,10,1,20,off,off,off,flatten,1,1,1
12min 29sec,29668 (0.119ms),299561 (25%),221441 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,10,1,25,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,1,10,1,25,off,flatten,off,flatten,1,1,1
15min 12sec,73452 (0.315ms),267143 (22%),273858 (11%),122 (2%),550 (8%),0 (~0%),4,1,10,25,1,1,off,off,off,flatten,1,1,1
16min 00sec,72792 (0.312ms),283817 (24%),384751 (16%),122 (2%),550 (8%),0 (~0%),5,1,10,25,1,1,off,off,off,flatten,1,1,1
17min 18sec,38908 (0.166ms),276263 (23%),256839 (10%),122 (2%),577 (8%),0 (~0%),8,1,10,25,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,4,10,25,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,5,10,25,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,10,25,1,1,off,off,off,flatten,1,1,1
14min 53sec,36480 (0.157ms),259681 (21%),241630 (10%),122 (2%),550 (8%),0 (~0%),1,1,16,25,1,1,off,off,off,flatten,1,1,1
14min 52sec,53120 (0.212ms),258388 (21%),236698 (10%),122 (2%),550 (8%),0 (~0%),1,1,10,2,1,1,off,off,off,flatten,1,1,1
07min 33sec,665694 (2.857ms),87508 (7%),81863 (3%),122 (2%),77 (1%),0 (~0%),16,1,1,4,1,20,off,off,off,off,1,1,1
08min 36sec,985588 (4.212ms),99213 (8%),66589 (2%),238 (5%),71 (1%),0 (~0%),1,10,1,4,1,20,off,off,off,off,1,1,1
07min 12sec,659100 (2.817ms),79211 (6%),62623 (2%),122 (2%),71 (1%),0 (~0%),1,1,5,4,1,20,off,off,off,off,1,1,1
07min 30sec,658300 (2.825ms),97790 (8%),109722 (4%),122 (2%),74 (1%),0 (~0%),1,1,1,25,1,20,off,off,off,off,1,1,1
08min 54sec,684842 (2.927ms),128666 (10%),90586 (3%),122 (2%),98 (1%),0 (~0%),1,1,1,4,16,20,off,off,off,off,1,1,1
15min 18sec,644148 (2.765ms),286085 (24%),287091 (12%),122 (2%),332 (4%),0 (~0%),1,1,1,4,1,20,flatten,off,off,off,1,1,1
36min 02sec,684764 (2.926ms),506699 (42%),518472 (21%),122 (2%),290 (4%),0 (~0%),1,1,1,4,1,20,off,flatten,off,off,1,1,1
17min 31sec,551548 (2.367ms),263617 (22%),292358 (12%),122 (2%),908 (13%),0 (~0%),20,1,1,1,8,25,off,off,flatten,off,1,1,1
09min 04sec,1623028 (7.479ms),2402564 (203%),227551 (9%),154 (3%),376 (5%),0 (~0%),1,10,1,1,8,25,off,off,flatten,off,1,1,1
60min 00sec,,,,,,,1,1,10,1,8,25,off,off,flatten,off,1,1,1
15min 40sec,498840 (2.141ms),247560 (20%),245578 (10%),122 (2%),908 (13%),0 (~0%),1,1,1,10,8,25,off,off,flatten,off,1,1,1
46min 07sec,532784 (2.287ms),411227 (34%),402134 (17%),122 (2%),908 (13%),0 (~0%),1,1,1,1,16,25,off,off,flatten,off,1,1,1
13min 33sec,532920 (2.287ms),244884 (20%),243827 (10%),122 (2%),908 (13%),0 (~0%),1,1,1,1,8,20,off,off,flatten,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,8,25,off,flatten,flatten,off,1,1,1
15min 28sec,29678 (0.119ms),792275 (67%),641436 (27%),122 (2%),2779 (40%),0 (~0%),8,1,10,1,1,20,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,10,1,1,20,flatten,off,off,flatten,1,1,1
13min 58sec,29748 (0.119ms),299714 (25%),221477 (9%),122 (2%),700 (10%),0 (~0%),1,1,20,1,1,20,flatten,off,off,flatten,1,1,1
14min 18sec,29748 (0.119ms),299716 (25%),221480 (9%),122 (2%),700 (10%),0 (~0%),1,1,10,5,1,20,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,10,1,10,20,flatten,off,off,flatten,1,1,1
13min 56sec,29748 (0.119ms),299716 (25%),221480 (9%),122 (2%),700 (10%),0 (~0%),1,1,10,1,1,5,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,10,1,1,20,flatten,off,off,flatten,1,4,1
24min 06sec,90578 (0.362ms),268872 (22%),255092 (10%),122 (2%),553 (8%),0 (~0%),16,1,8,1,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,8,1,1,1,off,off,off,flatten,1,1,1
21min 13sec,72640 (0.291ms),256261 (21%),236493 (10%),122 (2%),550 (8%),0 (~0%),1,1,5,1,1,1,off,off,off,flatten,1,1,1
21min 19sec,36480 (0.157ms),259682 (21%),241630 (10%),122 (2%),550 (8%),0 (~0%),1,1,8,25,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,8,1,10,1,off,off,off,flatten,1,1,1
21min 13sec,72560 (0.29ms),256240 (21%),236487 (10%),122 (2%),550 (8%),0 (~0%),1,1,8,1,1,4,off,off,off,flatten,1,1,1
22min 32sec,29668 (0.119ms),299694 (25%),221471 (9%),122 (2%),700 (10%),0 (~0%),1,1,8,1,1,1,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,8,1,1,1,off,off,off,flatten,1,4,1
60min 00sec,,,,,,,4,10,10,1,1,20,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,4,10,1,1,20,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,8,1,1,20,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,10,4,1,20,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,10,1,4,20,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,10,1,1,10,flatten,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,10,1,1,20,off,off,off,flatten,1,1,1
20min 49sec,42866 (0.183ms),273500 (23%),258440 (10%),122 (2%),562 (8%),0 (~0%),16,1,1,10,1,20,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,10,1,10,1,20,off,off,off,flatten,1,1,1
18min 29sec,38560 (0.165ms),258981 (21%),238439 (10%),122 (2%),550 (8%),0 (~0%),1,1,10,10,1,20,off,off,off,flatten,1,1,1
41min 19sec,31344 (0.134ms),431351 (36%),397924 (16%),122 (2%),550 (8%),0 (~0%),1,1,1,10,16,20,off,off,off,flatten,1,1,1
17min 50sec,38480 (0.164ms),258819 (21%),238400 (10%),122 (2%),550 (8%),0 (~0%),1,1,1,10,1,10,off,off,off,flatten,1,1,1
17min 57sec,505840 (2.171ms),247703 (20%),244307 (10%),122 (2%),908 (13%),0 (~0%),1,1,1,10,1,20,off,off,flatten,flatten,1,1,1
20min 34sec,41428 (0.177ms),261778 (22%),200272 (8%),282 (6%),562 (8%),0 (~0%),1,1,1,10,1,20,off,off,off,flatten,8,1,1
60min 00sec,,,,,,,1,1,1,10,1,20,off,off,off,flatten,1,8,1
20min 07sec,54104 (0.232ms),321720 (27%),444802 (18%),122 (2%),550 (8%),0 (~0%),10,1,10,25,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,4,4,10,25,1,1,off,off,off,flatten,1,1,1
18min 22sec,73372 (0.315ms),267121 (22%),273849 (11%),122 (2%),550 (8%),0 (~0%),4,1,8,25,1,1,off,off,off,flatten,1,1,1
19min 51sec,73852 (0.317ms),266935 (22%),272834 (11%),122 (2%),550 (8%),0 (~0%),4,1,10,20,1,1,off,off,off,flatten,1,1,1
18min 59sec,67452 (0.289ms),274353 (23%),274428 (11%),122 (2%),550 (8%),0 (~0%),4,1,10,25,4,1,off,off,off,flatten,1,1,1
19min 00sec,73452 (0.315ms),267143 (22%),273858 (11%),122 (2%),550 (8%),0 (~0%),4,1,10,25,1,5,off,off,off,flatten,1,1,1
19min 52sec,73672 (0.316ms),281493 (23%),234865 (9%),122 (2%),550 (8%),0 (~0%),4,1,10,25,1,1,off,off,off,flatten,2,1,1
26min 30sec,90104 (0.365ms),318243 (26%),439556 (18%),122 (2%),550 (8%),0 (~0%),10,1,1,1,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,4,5,1,1,1,1,off,off,off,flatten,1,1,1
25min 01sec,109452 (0.438ms),263804 (22%),268703 (11%),122 (2%),550 (8%),0 (~0%),4,1,8,1,1,1,off,off,off,flatten,1,1,1
23min 51sec,73372 (0.315ms),266988 (22%),273819 (11%),122 (2%),550 (8%),0 (~0%),4,1,1,25,1,1,off,off,off,flatten,1,1,1
60min 00sec,,,,,,,4,1,1,1,10,1,off,off,off,flatten,1,1,1
26min 23sec,109452 (0.438ms),263671 (22%),268673 (11%),122 (2%),550 (8%),0 (~0%),4,1,1,1,1,25,off,off,off,flatten,1,1,1
25min 49sec,29608 (0.118ms),533984 (45%),402599 (17%),122 (2%),1591 (23%),0 (~0%),4,1,1,1,1,1,flatten,off,off,flatten,1,1,1
